"Notes"	"2013 Urbanization"	"2013 Urbanization Code"	"Month"	"Month Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"NonCore (Nonmetro)"	"6"	"Jul., 2005"	"2005/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	827	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Aug., 2005"	"2005/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	832	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Sep., 2005"	"2005/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	849	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Oct., 2005"	"2005/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	917	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Nov., 2005"	"2005/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	891	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Dec., 2005"	"2005/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	996	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jan., 2006"	"2006/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1136	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Feb., 2006"	"2006/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1111	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Mar., 2006"	"2006/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1288	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Apr., 2006"	"2006/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1069	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"May, 2006"	"2006/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	914	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jun., 2006"	"2006/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	852	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jul., 2006"	"2006/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	817	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Aug., 2006"	"2006/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	813	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Sep., 2006"	"2006/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	831	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Oct., 2006"	"2006/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	866	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Nov., 2006"	"2006/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	942	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Dec., 2006"	"2006/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1055	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jan., 2007"	"2007/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1298	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Feb., 2007"	"2007/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1159	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Mar., 2007"	"2007/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1239	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Apr., 2007"	"2007/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1055	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"May, 2007"	"2007/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	959	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jun., 2007"	"2007/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	918	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jul., 2007"	"2007/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	901	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Aug., 2007"	"2007/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	845	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Sep., 2007"	"2007/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	907	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Oct., 2007"	"2007/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	952	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Nov., 2007"	"2007/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1032	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Dec., 2007"	"2007/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1075	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jan., 2008"	"2008/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1333	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Feb., 2008"	"2008/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1484	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Mar., 2008"	"2008/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1497	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Apr., 2008"	"2008/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1166	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"May, 2008"	"2008/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1112	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jun., 2008"	"2008/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	918	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jul., 2008"	"2008/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	963	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Aug., 2008"	"2008/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	946	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Sep., 2008"	"2008/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	931	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Oct., 2008"	"2008/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1037	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Nov., 2008"	"2008/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1067	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Dec., 2008"	"2008/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1258	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jan., 2009"	"2009/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1279	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Feb., 2009"	"2009/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1171	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Mar., 2009"	"2009/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1313	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Apr., 2009"	"2009/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1243	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"May, 2009"	"2009/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1131	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jun., 2009"	"2009/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1037	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jul., 2009"	"2009/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	964	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Aug., 2009"	"2009/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	962	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Sep., 2009"	"2009/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	942	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Oct., 2009"	"2009/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1133	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Nov., 2009"	"2009/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1078	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Dec., 2009"	"2009/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1268	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jan., 2010"	"2010/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1222	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Feb., 2010"	"2010/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1189	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Mar., 2010"	"2010/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1330	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Apr., 2010"	"2010/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1171	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"May, 2010"	"2010/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1188	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jun., 2010"	"2010/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1038	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jul., 2010"	"2010/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1038	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Aug., 2010"	"2010/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	951	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Sep., 2010"	"2010/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1003	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Oct., 2010"	"2010/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1063	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Nov., 2010"	"2010/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1075	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Dec., 2010"	"2010/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1276	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jan., 2011"	"2011/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1414	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Feb., 2011"	"2011/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1317	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Mar., 2011"	"2011/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1422	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Apr., 2011"	"2011/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1289	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"May, 2011"	"2011/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1226	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jun., 2011"	"2011/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1070	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jul., 2011"	"2011/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	966	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Aug., 2011"	"2011/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1024	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Sep., 2011"	"2011/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	987	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Oct., 2011"	"2011/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1026	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Nov., 2011"	"2011/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1156	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Dec., 2011"	"2011/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1245	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jan., 2012"	"2012/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1295	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Feb., 2012"	"2012/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1250	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Mar., 2012"	"2012/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1374	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Apr., 2012"	"2012/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1245	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"May, 2012"	"2012/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1159	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jun., 2012"	"2012/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1005	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jul., 2012"	"2012/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1070	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Aug., 2012"	"2012/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1030	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Sep., 2012"	"2012/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1145	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Oct., 2012"	"2012/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1121	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Nov., 2012"	"2012/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1221	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Dec., 2012"	"2012/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1499	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jan., 2013"	"2013/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1721	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Feb., 2013"	"2013/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1301	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Mar., 2013"	"2013/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1444	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Apr., 2013"	"2013/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1314	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"May, 2013"	"2013/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1175	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jun., 2013"	"2013/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1088	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jul., 2013"	"2013/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1061	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Aug., 2013"	"2013/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1033	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Sep., 2013"	"2013/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1004	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Oct., 2013"	"2013/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1134	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Nov., 2013"	"2013/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1089	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Dec., 2013"	"2013/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1257	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jan., 2014"	"2014/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1460	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Feb., 2014"	"2014/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1263	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Mar., 2014"	"2014/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1320	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Apr., 2014"	"2014/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1296	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"May, 2014"	"2014/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1236	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jun., 2014"	"2014/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1055	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jul., 2014"	"2014/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1090	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Aug., 2014"	"2014/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1086	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Sep., 2014"	"2014/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1054	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Oct., 2014"	"2014/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1124	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Nov., 2014"	"2014/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1117	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Dec., 2014"	"2014/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1456	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jan., 2015"	"2015/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1708	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Feb., 2015"	"2015/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1449	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Mar., 2015"	"2015/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1530	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Apr., 2015"	"2015/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1389	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"May, 2015"	"2015/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1283	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jun., 2015"	"2015/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1176	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jul., 2015"	"2015/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1120	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Aug., 2015"	"2015/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1138	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Sep., 2015"	"2015/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1107	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Oct., 2015"	"2015/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1218	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Nov., 2015"	"2015/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1187	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Dec., 2015"	"2015/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1280	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jan., 2016"	"2016/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1407	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Feb., 2016"	"2016/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1329	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Mar., 2016"	"2016/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1544	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Apr., 2016"	"2016/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1332	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"May, 2016"	"2016/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1305	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jun., 2016"	"2016/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1175	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jul., 2016"	"2016/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1204	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Aug., 2016"	"2016/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1144	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Sep., 2016"	"2016/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1057	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Oct., 2016"	"2016/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1195	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Nov., 2016"	"2016/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1265	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Dec., 2016"	"2016/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1386	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jan., 2017"	"2017/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1624	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Feb., 2017"	"2017/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1548	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Mar., 2017"	"2017/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1602	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Apr., 2017"	"2017/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1403	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"May, 2017"	"2017/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1328	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jun., 2017"	"2017/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1144	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jul., 2017"	"2017/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1101	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Aug., 2017"	"2017/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1077	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Sep., 2017"	"2017/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1157	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Oct., 2017"	"2017/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1317	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Nov., 2017"	"2017/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1257	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Dec., 2017"	"2017/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1594	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"Jan., 2018"	"2018/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1847	Not Applicable	Not Applicable
